id	parlamentarier_id	stichdatum	in_liste	verguetung_transparent	freigabe_datum	parlamentarier_name	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache
240	210	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Wasserfallen, Christian"	"NR"	"BE"	"FDP"	"RL"	"KVF-NR, WBK-NR"	2007-12-03		"M"	1981-06-30	3912	2715	"de"	"de"
736	335	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Wasserfallen, Flavia"	"NR"	"BE"	"SP"	"S"	"SGK-NR"	2018-05-29		"F"	1979-02-07	4224	3125	"de"	"de"
492	335	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Wasserfallen, Flavia"	"NR"	"BE"	"SP"	"S"	"SGK-NR"	2018-05-29		"F"	1979-02-07	4224	3125	"de"	"de"
737	310	2019-09-23	1	"teilweise"	2019-12-24T16:11:58	"Wehrli, Laurent"	"NR"	"VD"	"FDP"	"RL"	"APF-V, APK-NR, IPU"	2015-11-30		"M"	1965-06-04	4194	3100	"fr"	"fr"
493	310	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Wehrli, Laurent"	"NR"	"VD"	"FDP"	"RL"	"APF-V, APK-NR, IPU"	2015-11-30		"M"	1965-06-04	4194	3100	"fr"	"fr"
241	310	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Wehrli, Laurent"	"NR"	"VD"	"FDP"	"RL"	"APF-V, APK-NR, IPU"	2015-11-30		"M"	1965-06-04	4194	3100	"fr"	"fr"
739	211	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Wermuth, Cédric"	"NR"	"AG"	"SP"	"S"	"SPK-NR, WAK-NR"	2011-12-05		"M"	1986-02-19	4057	2759	"de"	"de"
495	211	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Wermuth, Cédric"	"NR"	"AG"	"SP"	"S"	"SPK-NR, WAK-NR"	2011-12-05		"M"	1986-02-19	4057	2759	"de"	"de"
243	211	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Wermuth, Cédric"	"NR"	"AG"	"SP"	"S"	"SPK-NR, WAK-NR"	2011-12-05		"M"	1986-02-19	4057	2759	"de"	"de"
740	321	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Wicki, Hans"	"SR"	"NW"	"FDP"	"RL"	"KVF-SR, SiK-SR, WAK-SR"	2015-11-30		"M"	1964-02-18	4152	3054	"de"	"de"
496	321	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Wicki, Hans"	"SR"	"NW"	"FDP"	"RL"	"KVF-SR, SiK-SR, WAK-SR"	2015-11-30		"M"	1964-02-18	4152	3054	"de"	"de"
244	321	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Wicki, Hans"	"SR"	"NW"	"FDP"	"RL"	"KVF-SR, SiK-SR, WAK-SR"	2015-11-30		"M"	1964-02-18	4152	3054	"de"	"de"
741	212	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Wobmann, Walter"	"NR"	"SO"	"SVP"	"V"	"KVF-NR, UREK-NR"	2003-12-01		"M"	1957-11-21	1142	2638	"de"	"de"
497	212	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Wobmann, Walter"	"NR"	"SO"	"SVP"	"V"	"KVF-NR, UREK-NR"	2003-12-01		"M"	1957-11-21	1142	2638	"de"	"de"
245	212	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Wobmann, Walter"	"NR"	"SO"	"SVP"	"V"	"KVF-NR, UREK-NR"	2003-12-01		"M"	1957-11-21	1142	2638	"de"	"de"
742	345	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Würth, Benedikt"	"SR"	"SG"	"CVP"	"M-CEB"	"APK-SR, EFTA/EU, FK-SR, WBK-SR"	2019-06-03		"M"	1968-01-20	4237	3136	"de"	"de"
745	246	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Zanetti, Roberto"	"SR"	"SO"	"SP"	"S"	"FK-SR, RedK-V, UREK-SR, WAK-SR"	1999-12-06		"M"	1954-12-14	525	2546	"de"	"de"
500	246	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Zanetti, Roberto"	"SR"	"SO"	"SP"	"S"	"FK-SR, RedK-V, UREK-SR, WAK-SR"	1999-12-06		"M"	1954-12-14	525	2546	"de"	"de"
247	246	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Zanetti, Roberto"	"SR"	"SO"	"SP"	"S"	"FK-SR, RedK-V, UREK-SR, WAK-SR"	1999-12-06		"M"	1954-12-14	525	2546	"de"	"de"
746	312	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Zuberbühler, David"	"NR"	"AR"	"SVP"	"V"	"Del FL-V, SiK-NR"	2015-11-30		"M"	1979-02-20	4179	3102	"de"	"de"
501	312	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Zuberbühler, David"	"NR"	"AR"	"SVP"	"V"	"Del FL-V, SiK-NR"	2015-11-30		"M"	1979-02-20	4179	3102	"de"	"de"
248	312	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Zuberbühler, David"	"NR"	"AR"	"SVP"	"V"	"Del FL-V, SiK-NR"	2015-11-30		"M"	1979-02-20	4179	3102	"de"	"de"
